id,ngan_sach_trieu,so_ngay,so_nguoi,muc_dich,nhom_tuoi,gioi_tinh,mua,dia_diem,kenh_dat,danh_gia,khach_quay_lai,tu_den,hang_hang_khong,loai_khach_san,ho_boi,DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai,HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh,services_list,activities_list
89,4.3,4,3,Cong_Tac,Tren_55,Nu,Mua_Thu,Ha_Noi,Zalo_OA,4,0,Hai_Phong,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
90,5.3,4,2,Kham_Pha,Tren_55,Nu,Mua_Dong,Ha_Long,Mobile_App,5,0,HCMC,Vietnam_Airlines,Homestay,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
91,11.0,3,3,Cong_Tac,45_54,Nu,Mua_Ha,Hoi_An,Zalo_OA,5,1,HCMC,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
92,11.1,4,2,Trang_Mat,35_44,Nu,Mua_Ha,Nha_Trang,Zalo_OA,4,1,Can_Tho,Bamboo_Airways,Hotel_4_Star,1,1,0,0,1,1,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Check_In"
93,5.9,2,4,Kham_Pha,Tren_55,Nu,Mua_Ha,Hue,Zalo_OA,4,0,HCMC,Vietnam_Airlines,Hotel_3_Star,0,1,1,1,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
94,10.8,2,3,Trang_Mat,25_34,Nu,Mua_Dong,Da_Lat,Zalo_OA,3,1,Da_Nang,Vietnam_Airlines,Homestay,0,0,0,0,0,1,0,1,0,0,0,1,DV_Thue_Xe_Tu_Lai,"HD_Leo_Nui_Trekking,HD_Nghi_Duong_Chua_Lanh"
95,31.3,6,2,Nghi_Duong,18_24,Nu,Mua_Thu,Hoi_An,Website,5,1,Da_Nang,Bamboo_Airways,Resort_5_Star,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
96,17.6,3,2,Cong_Tac,35_44,Nam,Mua_Xuan,Hoi_An,Mobile_App,4,1,Can_Tho,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,1,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Am_Thuc
97,11.2,3,4,Cong_Tac,35_44,Nam,Mua_Xuan,Nha_Trang,Website,3,1,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,1,1,0,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",HD_Check_In
98,13.9,1,1,Kham_Pha,25_34,Nam,Mua_Dong,Da_Lat,Truc_Tiep,5,1,Can_Tho,Bamboo_Airways,Homestay,0,0,0,0,0,0,0,1,0,0,1,1,,"HD_Leo_Nui_Trekking,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
99,24.2,3,2,Nghi_Duong,45_54,Nam,Mua_Dong,Da_Nang,Truc_Tiep,4,0,Hai_Phong,Vietnam_Airlines,Resort_5_Star,1,1,1,0,0,0,1,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
100,42.5,6,2,Cong_Tac,45_54,Nam,Mua_Xuan,Hue,Mobile_App,3,0,Hai_Phong,Bamboo_Airways,Resort_5_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
101,39.7,4,2,Kham_Pha,25_34,Nam,Mua_Dong,HCMC,Website,4,0,Da_Nang,Vietravel_Airlines,Resort_5_Star,1,1,1,1,0,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tham_Quan_Di_Tich
102,37.2,6,2,Nghi_Duong,18_24,Nam,Mua_Ha,Sapa,Truc_Tiep,4,0,Can_Tho,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,1,0,0,0,0,DV_Khach_San_Homestay,HD_Leo_Nui_Trekking
103,16.8,7,4,Cong_Tac,25_34,Nu,Mua_Thu,Ha_Noi,Mobile_App,4,1,Can_Tho,VietJet_Air,Resort_5_Star,1,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
104,13.1,3,5,Kham_Pha,35_44,Nu,Mua_Dong,Da_Lat,Mobile_App,4,1,Can_Tho,Vietravel_Airlines,Hotel_3_Star,0,0,1,1,1,1,0,0,0,0,1,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",HD_Check_In
105,5.2,2,2,Kham_Pha,18_24,Nu,Mua_Xuan,Phu_Quoc,Truc_Tiep,4,0,Can_Tho,Vietnam_Airlines,Homestay,0,1,0,0,0,0,1,0,0,0,0,0,DV_Khach_San_Homestay,HD_Tam_Bien
106,25.8,5,2,Kham_Pha,45_54,Nam,Mua_Ha,Hue,Zalo_OA,5,0,Da_Nang,Vietravel_Airlines,Resort_5_Star,1,1,0,0,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
107,20.9,4,2,Trang_Mat,18_24,Nam,Mua_Thu,Phu_Quoc,Mobile_App,5,1,Ha_Noi,Bamboo_Airways,Resort_5_Star,1,1,1,0,0,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Tam_Bien
108,13.0,1,5,Cong_Tac,25_34,Nam,Mua_Ha,Hue,Truc_Tiep,3,1,HCMC,Vietnam_Airlines,Homestay,0,1,1,1,0,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
109,6.4,4,5,Trang_Mat,18_24,Nam,Mua_Dong,Ha_Long,Truc_Tiep,4,1,Ha_Noi,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
110,10.8,1,1,Cong_Tac,45_54,Nu,Mua_Xuan,Da_Lat,Mobile_App,5,1,HCMC,Bamboo_Airways,Homestay,0,1,1,1,0,0,0,1,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
111,17.2,5,3,Nghi_Duong,Tren_55,Nam,Mua_Thu,Mui_Ne,Mobile_App,5,1,HCMC,Vietravel_Airlines,Hotel_4_Star,1,1,1,0,0,0,1,0,0,0,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tam_Bien,HD_Nghi_Duong_Chua_Lanh"
112,19.2,3,3,Kham_Pha,Tren_55,Nam,Mua_Thu,Da_Nang,Truc_Tiep,4,1,Can_Tho,Bamboo_Airways,Resort_5_Star,1,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
113,32.6,6,1,Cong_Tac,45_54,Nu,Mua_Xuan,Phu_Quoc,Mobile_App,5,0,Da_Nang,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,1,0,0,1,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
114,4.2,1,2,Cong_Tac,18_24,Nam,Mua_Thu,Da_Lat,Website,5,1,Da_Nang,Vietravel_Airlines,Hotel_4_Star,1,1,1,1,0,0,0,1,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
115,11.2,2,2,Cong_Tac,45_54,Nu,Mua_Xuan,Da_Lat,Website,4,1,Can_Tho,VietJet_Air,Hotel_3_Star,0,1,0,0,0,0,0,1,0,1,1,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
116,6.6,4,2,Cong_Tac,25_34,Nu,Mua_Thu,Da_Nang,Mobile_App,5,0,Hai_Phong,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,0,0,1,1,0,DV_Khach_San_Homestay,"HD_Am_Thuc,HD_Check_In"
117,10.5,2,2,Kham_Pha,45_54,Nu,Mua_Thu,Nha_Trang,Mobile_App,5,0,Hai_Phong,Bamboo_Airways,Hotel_4_Star,1,0,1,0,1,0,1,0,0,1,1,0,"DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
118,10.8,4,5,Trang_Mat,35_44,Nam,Mua_Ha,Hue,Truc_Tiep,5,1,Hai_Phong,VietJet_Air,Hotel_4_Star,1,1,0,0,0,0,0,0,0,1,0,0,DV_Khach_San_Homestay,HD_Am_Thuc
119,10.3,4,5,Cong_Tac,Tren_55,Nam,Mua_Xuan,HCMC,Website,4,0,HCMC,None,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
120,6.5,1,1,Trang_Mat,45_54,Nam,Mua_Thu,Hue,Zalo_OA,4,0,Ha_Noi,Vietravel_Airlines,Homestay,0,0,0,0,0,0,0,0,1,0,0,0,,HD_Tham_Quan_Di_Tich
121,11.1,2,4,Cong_Tac,18_24,Nu,Mua_Dong,Hue,Website,4,1,Ha_Noi,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
122,26.7,4,2,Kham_Pha,45_54,Nu,Mua_Ha,Mui_Ne,Website,4,1,Can_Tho,VietJet_Air,Resort_5_Star,1,1,0,0,1,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In"
123,25.4,6,3,Nghi_Duong,35_44,Nu,Mua_Dong,Sapa,Zalo_OA,4,0,Can_Tho,Vietravel_Airlines,Resort_5_Star,1,1,1,1,0,1,0,1,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Check_In"
124,35.8,4,3,Trang_Mat,45_54,Nam,Mua_Ha,Phu_Quoc,Truc_Tiep,4,0,Hai_Phong,VietJet_Air,Resort_5_Star,1,1,1,1,1,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In"
125,4.0,1,5,Trang_Mat,45_54,Nu,Mua_Dong,Sapa,Truc_Tiep,4,1,Hai_Phong,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,1,0,1,1,1,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
126,39.9,4,2,Nghi_Duong,35_44,Nu,Mua_Xuan,HCMC,Website,3,0,Hai_Phong,VietJet_Air,Resort_5_Star,1,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
127,10.1,2,2,Trang_Mat,25_34,Nam,Mua_Thu,Sapa,Mobile_App,4,0,HCMC,Vietnam_Airlines,Hotel_4_Star,1,1,1,0,0,0,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc"
128,34.0,6,2,Kham_Pha,25_34,Nam,Mua_Ha,Nha_Trang,Zalo_OA,5,1,HCMC,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
129,44.0,4,2,Nghi_Duong,18_24,Nu,Mua_Thu,Hue,Zalo_OA,4,1,Ha_Noi,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
130,44.8,6,2,Nghi_Duong,18_24,Nu,Mua_Xuan,Mui_Ne,Website,4,0,Ha_Noi,VietJet_Air,Resort_5_Star,1,1,1,1,0,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tam_Bien
131,8.7,2,3,Cong_Tac,25_34,Nu,Mua_Dong,Ha_Long,Website,4,1,Ha_Noi,Vietnam_Airlines,Hotel_3_Star,0,1,1,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
132,4.6,2,4,Trang_Mat,18_24,Nam,Mua_Ha,Da_Nang,Website,4,0,Da_Nang,None,Hotel_4_Star,0,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
133,12.0,4,2,Trang_Mat,Tren_55,Nu,Mua_Ha,Mui_Ne,Mobile_App,5,1,Ha_Noi,Vietnam_Airlines,Hotel_3_Star,0,1,1,1,0,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
134,8.9,1,2,Kham_Pha,Tren_55,Nam,Mua_Thu,Ha_Long,Truc_Tiep,5,1,Da_Nang,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
135,10.0,1,2,Cong_Tac,Tren_55,Nam,Mua_Dong,Ha_Noi,Truc_Tiep,4,1,Ha_Noi,None,Homestay,0,0,0,0,0,0,0,0,1,0,0,0,,HD_Tham_Quan_Di_Tich
136,30.3,4,5,Nghi_Duong,Tren_55,Nam,Mua_Dong,Da_Lat,Zalo_OA,4,0,Ha_Noi,Bamboo_Airways,Homestay,0,1,1,1,0,0,0,1,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Check_In"
137,34.7,4,1,Nghi_Duong,45_54,Nam,Mua_Ha,Ha_Long,Truc_Tiep,3,1,Can_Tho,Vietnam_Airlines,Hotel_4_Star,1,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
138,6.1,1,2,Kham_Pha,35_44,Nam,Mua_Thu,Hoi_An,Website,5,0,Da_Nang,Vietravel_Airlines,Hotel_4_Star,1,1,1,0,0,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Tham_Quan_Di_Tich
139,20.4,3,3,Nghi_Duong,18_24,Nam,Mua_Xuan,Sapa,Website,5,1,Hai_Phong,Bamboo_Airways,Resort_5_Star,0,1,0,0,0,0,0,1,0,1,0,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc"
140,6.7,1,3,Kham_Pha,25_34,Nam,Mua_Xuan,Da_Nang,Truc_Tiep,5,1,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,1,1,1,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
141,14.3,1,5,Kham_Pha,18_24,Nu,Mua_Ha,Sapa,Website,5,0,HCMC,Bamboo_Airways,Homestay,0,0,1,1,1,0,0,1,0,0,1,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Leo_Nui_Trekking,HD_Check_In"
142,30.2,6,1,Nghi_Duong,25_34,Nu,Mua_Xuan,Nha_Trang,Zalo_OA,5,1,Hai_Phong,Vietnam_Airlines,Homestay,0,1,0,0,0,0,1,0,0,0,0,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Nghi_Duong_Chua_Lanh"
143,4.3,4,2,Cong_Tac,25_34,Nam,Mua_Dong,Phu_Quoc,Mobile_App,4,0,HCMC,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,1,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tam_Bien
144,4.1,2,2,Cong_Tac,Tren_55,Nam,Mua_Ha,Da_Nang,Mobile_App,5,1,Da_Nang,None,Hotel_3_Star,0,0,1,1,0,0,1,0,0,0,1,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Check_In"
145,39.9,4,2,Nghi_Duong,45_54,Nam,Mua_Ha,HCMC,Mobile_App,4,0,Ha_Noi,Vietnam_Airlines,Homestay,0,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
146,14.2,1,2,Kham_Pha,45_54,Nam,Mua_Xuan,Ha_Long,Website,5,0,Da_Nang,Vietnam_Airlines,Homestay,0,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
147,29.4,3,2,Trang_Mat,25_34,Nam,Mua_Thu,Nha_Trang,Mobile_App,5,1,Da_Nang,Vietravel_Airlines,Resort_5_Star,0,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
148,6.8,2,1,Trang_Mat,35_44,Nu,Mua_Dong,Phu_Quoc,Truc_Tiep,4,0,Da_Nang,VietJet_Air,Homestay,0,0,0,0,0,0,0,0,0,1,1,0,,"HD_Am_Thuc,HD_Check_In"
149,14.8,2,2,Cong_Tac,Tren_55,Nam,Mua_Ha,Sapa,Mobile_App,4,0,Can_Tho,Vietravel_Airlines,Hotel_4_Star,0,0,1,1,0,0,0,0,0,0,1,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Check_In
150,3.7,2,1,Trang_Mat,Tren_55,Nu,Mua_Ha,Ha_Noi,Mobile_App,5,0,Hai_Phong,Vietnam_Airlines,Homestay,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
151,26.2,6,3,Nghi_Duong,25_34,Nam,Mua_Xuan,Phu_Quoc,Website,3,1,Can_Tho,Bamboo_Airways,Homestay,0,1,0,0,1,1,1,0,0,1,0,1,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
152,38.1,7,1,Trang_Mat,35_44,Nu,Mua_Ha,Sapa,Mobile_App,4,0,HCMC,Vietnam_Airlines,Resort_5_Star,0,1,1,0,0,1,0,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Thue_Xe_Tu_Lai",
153,11.2,3,2,Cong_Tac,25_34,Nam,Mua_Thu,Sapa,Zalo_OA,3,1,Hai_Phong,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,1,0,0,1,1,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
154,23.8,5,2,Nghi_Duong,45_54,Nam,Mua_Dong,HCMC,Mobile_App,3,0,Hai_Phong,Vietnam_Airlines,Homestay,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
155,24.9,4,2,Nghi_Duong,45_54,Nam,Mua_Dong,Phu_Quoc,Truc_Tiep,5,0,HCMC,Vietnam_Airlines,Homestay,0,1,1,1,0,0,1,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
156,17.9,4,2,Nghi_Duong,45_54,Nam,Mua_Thu,Ha_Long,Zalo_OA,4,1,Can_Tho,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
157,6.1,4,2,Kham_Pha,35_44,Nu,Mua_Dong,Da_Nang,Zalo_OA,4,1,HCMC,Vietravel_Airlines,Homestay,0,0,1,1,0,0,1,0,0,0,1,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Check_In"
158,26.8,3,3,Nghi_Duong,45_54,Nu,Mua_Ha,Ha_Noi,Truc_Tiep,5,0,Can_Tho,VietJet_Air,Resort_5_Star,1,1,1,0,0,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Tham_Quan_Di_Tich
159,14.9,2,5,Kham_Pha,25_34,Nam,Mua_Ha,Hoi_An,Truc_Tiep,5,1,Ha_Noi,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,1,1,0,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",
160,32.0,7,5,Nghi_Duong,Tren_55,Nu,Mua_Dong,HCMC,Website,3,1,Hai_Phong,VietJet_Air,Hotel_3_Star,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
161,33.3,6,1,Trang_Mat,45_54,Nu,Mua_Thu,Da_Lat,Website,5,0,HCMC,Bamboo_Airways,Resort_5_Star,1,0,0,0,0,0,0,1,0,0,1,0,,"HD_Leo_Nui_Trekking,HD_Check_In"
162,8.3,3,2,Cong_Tac,35_44,Nu,Mua_Thu,Phu_Quoc,Website,5,1,HCMC,VietJet_Air,Hotel_4_Star,0,0,0,0,1,0,1,0,0,0,1,0,DV_Tour_Va_Khu_Vui_Choi,"HD_Tam_Bien,HD_Check_In"
163,20.8,4,5,Nghi_Duong,35_44,Nu,Mua_Ha,Ha_Long,Mobile_App,3,0,Can_Tho,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
164,13.0,3,4,Kham_Pha,35_44,Nu,Mua_Xuan,Mui_Ne,Truc_Tiep,3,0,HCMC,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
165,22.6,5,4,Nghi_Duong,18_24,Nu,Mua_Dong,Nha_Trang,Mobile_App,4,1,HCMC,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,0,0,1,0,0,0,1,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
166,44.7,5,5,Nghi_Duong,Tren_55,Nu,Mua_Xuan,Ha_Noi,Zalo_OA,4,0,Da_Nang,Vietnam_Airlines,Resort_5_Star,1,1,1,0,0,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Tham_Quan_Di_Tich
167,37.1,7,4,Cong_Tac,25_34,Nam,Mua_Dong,Ha_Noi,Truc_Tiep,5,1,Da_Nang,Bamboo_Airways,Resort_5_Star,1,1,0,0,0,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
168,11.8,2,4,Kham_Pha,Tren_55,Nam,Mua_Thu,HCMC,Zalo_OA,4,1,Ha_Noi,Vietravel_Airlines,Hotel_3_Star,0,0,1,0,1,0,0,0,1,1,0,0,"DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
169,27.4,4,2,Trang_Mat,18_24,Nam,Mua_Xuan,Hue,Truc_Tiep,4,0,HCMC,Vietnam_Airlines,Resort_5_Star,1,0,1,0,0,0,0,0,0,0,0,0,DV_Ve_May_Bay,
170,12.2,2,2,Cong_Tac,25_34,Nu,Mua_Dong,Da_Nang,Website,3,1,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,1,1,1,0,1,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
171,7.6,3,2,Kham_Pha,18_24,Nam,Mua_Thu,Ha_Long,Mobile_App,3,0,HCMC,Bamboo_Airways,Hotel_4_Star,1,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
172,11.7,2,2,Cong_Tac,25_34,Nam,Mua_Dong,Phu_Quoc,Truc_Tiep,3,0,Ha_Noi,VietJet_Air,Hotel_3_Star,0,0,1,0,1,1,1,0,0,0,1,0,"DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Check_In"
173,22.6,4,2,Nghi_Duong,18_24,Nam,Mua_Xuan,Ha_Noi,Website,3,0,Hai_Phong,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
174,38.3,7,2,Nghi_Duong,35_44,Nam,Mua_Xuan,Da_Lat,Website,4,1,Hai_Phong,VietJet_Air,Hotel_3_Star,0,1,0,0,0,0,0,1,0,0,1,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Check_In"
175,36.7,3,2,Nghi_Duong,18_24,Nam,Mua_Xuan,Sapa,Truc_Tiep,4,1,HCMC,Vietnam_Airlines,Homestay,0,1,1,0,0,0,0,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Check_In
176,6.9,4,3,Trang_Mat,18_24,Nam,Mua_Thu,Phu_Quoc,Website,4,1,Ha_Noi,VietJet_Air,Hotel_3_Star,0,1,1,0,1,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Tam_Bien
